pa_section,pa_name,pa_statute,ucr_description,ucr_code_1,ucr_name_1,ucr_code_2,ucr_name_2,ucr_code_3,ucr_name_3,ucr_code_4,ucr_name_4,ucr_code_5,ucr_name_5,ucr_code_6,ucr_name_6,ucr_code_7,ucr_name_7,ucr_code_8,ucr_name_8
5511 H.17,cr anim-animal fighting/permit place to be used,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5511 K,cr anim-kill/shoot/maim/entrap homing pigeons,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5511 N,cr anim-skin/sell/buy pelts of cats or dogs,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5511.1 A,live animals a prizes prohibited,CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5511.2 A,police animals-taunt/torment/strike,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5511.2 B,police animals-torture/injure/poison/kill,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5511.3 A,assault w/biological agent on animals/fowl/honey,CC,crimes code,140,vandalism,,,,,,,,,,,,,,
5512 B1,"lotteries, etc-set up lottery/numbers game",CC,crimes code,19B,"gambling - numbers, etc.",,,,,,,,,,,,,,
5512 B2,"lotteries, etc-man/print/sell unlawful lott/numb",CC,crimes code,19B,"gambling - numbers, etc.",,,,,,,,,,,,,,
5512 B3,"lotteries, etc-pub ad of any lottery/numbers game",CC,crimes code,19B,"gambling - numbers, etc.",,,,,,,,,,,,,,
5513 A1,"gambling devices, gambling etc-general",CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5513 A2,"gambling devices, gambling etc-allow gambling",CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5513 A3,"gambling devices, gambling etc-solicit/invite",CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5513 A4,"gambling devices, gambling etc-permit",CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5513 D3,"gambling devices, gambling etc-vessel/records",CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5513 D5,"gambling devices, gambling etc-vessel/inventory",CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5513 D6,"gambling devices, gambling etc-vessel/deliv doc",CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5513 D7,"gambling devices, gambling etc-vessel/sell doc",CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
5514 1,pool selling and bookmaking-engages in,CC,crimes code,19A,gambling - book making,,,,,,,,,,,,,,
5514 2,pool selling and bookmaking-occupies for purpose,CC,crimes code,19A,gambling - book making,,,,,,,,,,,,,,
5514 3,pool selling and bookmaking-receive bets or wagers,CC,crimes code,19A,gambling - book making,,,,,,,,,,,,,,
5514 4,pool selling and bookmaking-custodian/depository,CC,crimes code,19A,gambling - book making,,,,,,,,,,,,,,
5514 5,pool selling and bookmaking-permit use of premises,CC,crimes code,19A,gambling - book making,,,,,,,,,,,,,,
5515 B1,prohibiting paramilitary training-teach/demo,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5515 B2,prohibiting paramilitary training-participating,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5516 A1,facsimile bombs-terrify/intimidate/threaten,CC,crimes code,04E,other assaults - not aggravated,,,,,,,,,,,,,,
5516 A2I,facsimile bombs-cause reaction of fire/ems,CC,crimes code,240,disorderly conduct,,,,,,,,,,,,,,
5516 A2II,facsimile bombs-cause reaction of law enf,CC,crimes code,240,disorderly conduct,,,,,,,,,,,,,,
5517 A,unauthorized school bus entry,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5703 1,wiretapping-intercept wire/electronic/oral comm,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5703 2,wiretapping-disclose wire/electronic/oral comm,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5703 3,wiretapping-use wire/electronic/oral comm,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5705 1,wiretapping-possess device,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5705 2,wiretapping-sell/tranfer/distribute device,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5705 3,wiretapping-manufacture/assemble device,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5705 4,wiretapping-advertise device,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5719,wiretapping-unlawful use/disclosure of order,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5741 A1,wiretapping-unlawful access to stored comm,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5741 A2,wiretapping-exceed auth to access stored comm,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5771 A,wiretapping-prohibited use of certain devices,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5901,open lewdness,CC,crimes code,170,sex offenses (except 02 and 160),,,,,,,,,,,,,,
5902 A1,prostitution-inmate house of prost,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 A2,prostitution-loiter w/in pub view for pur of prost,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 B1,prostitution-promoting by owning/controlling/manag,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 B2,prostitution-promoting by proc inmate,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 B3,prostitution-promoting by encouraging/inducing etc,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 B4,prostitution-promoting by soliciting,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 B5,prostitution-promoting by procuring,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 B6,prostitution-promoting by transporting,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 B7,prostitution-promoting by leasing/permitting-place,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 B8,prostitution-promoting by soliciting/receiving ben,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 E1,prostitution-patronizing prostitute,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5902 E2,prostitution-patronizing prostitute/2nd and subseq,CC,crimes code,160,prostitution and commercialized vice,,,,,,,,,,,,,,
5903 A.1,obscene/sexual mat/perf-via electronic comm,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A1,obscene/sexual mat/perf-public display,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A2,obscene/sexual mat/perf-sell/lend/exhib/trans,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A3,obscene/sexual mat/perf-design/copy/draw,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A4,obscene/sexual mat/perf-write/print/pub,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A5,obscene/sexual mat/perf-produce/participate perf,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A6,obscene/sexual mat/perf-hire/use minor to assist,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A7,obscene/sexual mat/perf-take into prison,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A8,obscene/sexual mat/perf-possess in prison,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 A9,obscene/sexual mat/perf-permit entry/prison,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 C,obscene/sexual mat/perf-diss expl sex mat to minor,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 D,obscene/sexual mat/perf-admitting minor to show,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 F,obscene/sexual mat/perf-req sale as cond of bus,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5903 L,obscene/sexual mat/perf-false return address,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
5904,public exhibition of insane/deformed person,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6105 A1,firearms act-convict/oth pers not to poss firearm,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6106 A1,firearms act-carry firearm w/o license,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6106 A2,"firearms act-carry firearm w/o lic,otherwise elig",CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6106.1 A,firearms act-carry loaded weap other than firearm,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6107,firearms act-carry firearm during emergncy,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6108,firearms act-carry firearms in public/phila,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6109 I,firearms act-surrender of lic upon revocation,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6110.1 A,firearms act-poss/trans under 18,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6110.1 C,firearms act-delivery of firearm to minor,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6110.2 A,firearms act-poss of firearm w/altered sn,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6111 A1,"firearms act-sale/trans, delivery/48 hr per/ wrap",CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6111 A2,"firearms act-sale/trans, delivery/pics check/wrap",CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6111 B,"firearms act-sale/transfer, duty of seller",CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6111 C,"firearms act-sale/transfer, duty of others",CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6111 G4,"firearms act-sale/transfer, false info",CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6112,firearms act-license req for retail dealer,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6113 A,pfa-arrest for violation of order,DR,domestic relations law,260,all other offenses (except traffic),,,,,,,,,,,,,,
6113 A1,firearms act-lic of dlr/business only where stated,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6113 A2,firearms act-lic of dlr/display of lic,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6113 A3,firearms act-lic of dlr/sell firearm in violation,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6113 A4,firearms act-lic of dlr/est id of purchaser,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6113 A5,"firearms act-lic of dlr/maintain records, 20 yrs",CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6113 A6,firearms act-lic of dlr/display firearm/pub view,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6113 A7,firearms act-lic of dlr/possess revenue lic,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6114 A,pfa-contempt for violation of order,DR,domestic relations law,260,all other offenses (except traffic),,,,,,,,,,,,,,
6115 A,firearms act-loans on/lending/giving firearm,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6116,firearms act-false evid of id,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6117 A,firearms act-alter/obliterate markings of id,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6121 A,firearms act-use/posses prohibited bullets,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6122 A,firearms act-proof of license req upon demand,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6142 A,firearms act-locking device required,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6161 A,firearms act-carrying explosives on conveyances,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6162 A,firearms act-shipping explosives,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6301 A1,corruption of minors-general,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6301 A2,corruption of minors-commit truancy,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6302 A,sale/lease of weapons/explosives-minor prohibited,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
6303 A,sale of starter pistol-minor prohibited,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6304 A1,sale/use air rifles-dealer sell/rent/lend under 18,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6304 A2,sale/use air rifles-person sell/give/lend under 18,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6304 B1,sale/use air rifles-under 18/carrying,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6304 B2,sale/use air rifles-unlawful discharge,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6305 A1,sale of tobacco-sell to minor,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6305 A2,sale of tobacco-furnishes to minor,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6305 A3,sale of tobacco-false representation of age,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6306 A,furnishing cigarettes/papers-minor unlawful,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6306.1 A,use of tobacco in schools-pupil,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6307 A,misrepresentation of age to secure liquor/malt bev,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
6308 A,purchase/cons/poss/trans of liquor/malt/brewed bev,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
6309 A,representing that minor is of age,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
6310 A,inducement of minor to buy liquor/malt/brewed bev,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
6310.1 A,sell/furnish liquor/malt/brewed bev to minor,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
6310.2 A,manufacture/sell false id,CC,crimes code,100,forgery and counterfeiting,,,,,,,,,,,,,,
6310.3 A,carrying false id card-minor,CC,crimes code,100,forgery and counterfeiting,,,,,,,,,,,,,,
6310.7 A,selling/furnishing nonalcoholic bev-minors,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
6311,tattooing-minor,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6312 B,sex ab of child-permit or film/etc child sex act,CC,crimes code,170,sex offenses (except 02 and 160),,,,,,,,,,,,,,
6312 C,sex ab of child-dissemination of child sex act mat,CC,crimes code,170,sex offenses (except 02 and 160),,,,,,,,,,,,,,
6312 D,sex ab of child-possession of child pornography,CC,crimes code,170,sex offenses (except 02 and 160),,,,,,,,,,,,,,
6315 A,selling/furnishing butane to minors,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6316 A,selling/furnishing certain stimulants to minors,CC,crimes code,18D,drug sale/mfg - other,,,,,,,,,,,,,,
6318 A1,unlawful contact/comm with minor-ch 31/sex off,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6318 A2,"unlawful contact/comm with minor-sec 5901, op lewd",CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6318 A3,"unlawful contact/comm with minor-sec 5902, prost",CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6318 A4,"unlawful contact/comm with minor-sec 5903, obs mat",CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6318 A5,"unlawful contact/comm with minor-sec 6312, sex ab",CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6319 A,solicitation of minor to traffic drugs,CC,crimes code,18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
6320 A,sexual exploitation of children-procure child,CC,crimes code,170,sex offenses (except 02 and 160),,,,,,,,,,,,,,
6501 A1,scattering rubbish-deposit waste,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6501 A2,scattering rubbish-interfere/disturb receptacle,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6501 A3,scattering rubbish-deposit from veh/business,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6502 A,refrigerators and iceboxes-discard/removal of door,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6503 A,posting ads on property of another,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6504,public nuisance,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6505,discarding tv sets/tubes-neutralization of tube,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6701 1,"wearing uniform/insignia-w/o auth, prof/aid/solic",CC,crimes code,110,fraud,,,,,,,,,,,,,,
6701 2,wearing uniform/insignia-hon disch button,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6702,sale of veterans' flowers,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6703,dealing in military decorations,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6704 1,fraud on assn having grand lodge-use name/title,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6704 2,fraud on assn having grand lodge-imitate name/titl,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6704 3,fraud on assn having grand lodge-wear/use insignia,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6704 4,fraud on assn having grand lodge-pub mat solic app,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6704 5,fraud on assn having grand lodge-sell/give secrets,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6707,false registration of domestic animals,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6708 A,retention of library prop after notice to return,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6709 1,use of union labels-use union label,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6709 2,use of union labels-use union label on goods,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6709 3,use of union labels-sell/etc goods w/union label,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6710,unauthorized use of registered insignia,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6711 A,retention of mil prop after notice to return,CC,crimes code,110,fraud,,,,,,,,,,,,,,
6712 B1,prohibited use of containers-use,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 B2,prohibited use of containers-sell,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 B3,prohibited use of containers-deface/destroy mark,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 D,transportation of marked cont w/o bill of laiding,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 E1,unlaw removal of containers-marked,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 E2,unlaw removal of containers-notice,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 F1,illegal use shopping/laundry cartrem w/intent,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 F2,illegal use shopping/laundry cart-remove w/o auth,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 F3,illegal use shopping/laundry cart-posession,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6712 F4,illegal use shopping/laundry cart-remove/alter mar,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6901,extension of water line,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6902 A,willful obstruction of emergencytelephone calls,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6903,railroad employee abandoning train,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6904,interfering with railroad employe,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6905 A,nail/other hard substance attached to utility pole,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6906 A,erection of crossing signboards-railroad,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6907,obstructing public crossings,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6908,obstructing private crossings,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6909,lights obstructing view of signals,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6910 A,"unauth sale/transfer tickets-travel, sale/etc",CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
6910 B,"unauth sale/transfer of tickets-travel, passenger",CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7101,fraudulent entry of horses in race,CC,crimes code,110,fraud,,,,,,,,,,,,,,
7102,administering drugs race horses,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7103 A,horse racing,CC,crimes code,19C,gambling - other,,,,,,,,,,,,,,
7104 A,fortune telling,CC,crimes code,110,fraud,,,,,,,,,,,,,,
7105,pool and billiard rooms-rules for operation,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7106,theater owner fail to req proof of age,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7107 A1,unlawful act by ath agent-student athlete,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7107 A2,unlawful act by ath agent-student's immediate fam,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7107 A3,unlawful act by ath agent-emp of inst of higher ed,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7301,distribution samples of meds/dyes/etc,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7301 A,distribution of samples med dyes,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7302 A,sale of solidified alcohol,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7302 B,labeling of solidified alcohol,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7303 A,sale/illegal use of certain solvents-smell/inhale,CC,crimes code,18H,drug possession - other,,,,,,,,,,,,,,
7303 C,sale/illegal use of certain solvents-possession,CC,crimes code,18H,drug possession - other,,,,,,,,,,,,,,
7303 D,sale/illegal use of certain solvents-sell for use,CC,crimes code,18D,drug sale/mfg - other,,,,,,,,,,,,,,
7304 A,illegal sale/use of certain fire extinguisher-use,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7304 B,illegal sale/use of certain fire extinguisher-sale,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7305,sale of gasoline in glass container,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7306 A,incendiary devices-own/sell/manu/trans/poss,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7307,out of state convict made goods-sale/exchange,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7308 A,unlawful advertising of insurance business,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7309 A,unlawful coercion in contracting insurance,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7310 A,furnishing free ins as inducement for purchase,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7311 B,unlaw collection agency pract-appear for creditor,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7311 B.1,unlaw collection agency pract-unfair collect meth,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7311 C,unlaw collection agency pract-legal services,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7311 D,unlaw collection agency pract-services for debtor,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7311 E,unlaw collectoin agency pract-running for attorney,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7311 F1,unlaw collection agency pract-coerce/intimidate,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7312 A,debt pooling,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7313 A,buying/exchanging federal food orders/stamps/etc,CC,crimes code,110,fraud,,,,,,,,,,,,,,
7314 A,fraudulent traffic in food orders,CC,crimes code,110,fraud,,,,,,,,,,,,,,
7315,unauthorized disposition of donated food com-fed,CC,crimes code,110,fraud,,,,,,,,,,,,,,
7316 A,keeping bucket-shop,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7317 A,accessories in conduct of bucket-shop,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7318 A,maintaining premises in which bucket-shop operated,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7319 B,bucket-shop contracts,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7320,attaching ad w/o consent of pub,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7321 A,lie detector tests-req for employment,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7322,demanding proprty to secure employment,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7323,discriminaton on account of uniform,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7324 B,unlaw sale of term papers/etc-sale of assistance,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7324 C,unlaw sale of term papers/etc-sale of assignment,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7324 D,unlaw sale of term papers/etc-sale to seller,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7325,discrimination on account of guide/signal/service,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7326 A,disclosure of confidential tax info,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7327 A,storage/alcoholic bev on unlic business prem,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
7327 B,consumption/alcoholic bev on unlic business prem,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
7327 C,sale/alcoholic bev on unlic business prem,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
7328 A,op of certain estab prohibited w/o local option,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7329 A,prohibited entertainment on bottle club prem,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7361 A,worldly employment/business-sunday,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7363 A,selling certain personal property -sunday,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7364 A,selling or dealing in fresh meat/prod/groc-sunday,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7365 A,trading in motor veh/trailer-sunday,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7501,removal of mobilehome to evade tax,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7502,failure of mobilehome court oper to make rpts,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7503 A,interest of certain arch/eng in pub works contract,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7504 A,appointment of special policemen-non pa citizen,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7505,violation of govt rules regarding traffic,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7506 B,violation of rules regarding conduct on govt prop,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7507,breach of privacy -psych stress eval/aud stress mon,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7507.1 A,invasion of privacy -victim full/part nude,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
